animal	Length	Family	Sire	Dam	Salinity	SireID	DamID	Protein	HC	TG	FA	CH	PL
235	0.067	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
236	0.08	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
237	0.083	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
238	0.099	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
239	0.1	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
240	0.097	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
241	0.076	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
242	0.071	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
243	0.077	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
244	0.072	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
245	0.077	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
246	0.062	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
247	0.061	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
248	0.073	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
249	0.089	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
250	0.073	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
251	0.068	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
252	0.061	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
253	0.083	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
254	0.091	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
255	0.078	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
256	0.071	AU	H	L	H	SH11	DL4	20.58057321	18.84188596	225.0536146	38.63448127	12.56033814	491.7018933
257	0.089	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
258	0.053	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
259	0.058	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
260	0.063	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
261	0.077	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
262	0.065	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
263	0.065	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
264	0.069	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
265	0.071	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
266	0.062	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
267	0.086	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
268	0.071	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
269	0.075	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
270	0.072	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
271	0.075	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
272	0.08	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
273	0.067	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
274	0.059	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
275	0.059	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
276	0.071	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
277	0.08	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
278	0.062	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
279	0.077	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
280	0.094	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
281	0.07	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
282	0.063	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
283	0.064	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
284	0.073	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
285	0.071	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
286	0.074	AV	H	L	L	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
287	0.076	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
288	0.07	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
289	0.091	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
290	0.087	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
291	0.087	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
292	0.091	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
293	0.077	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
294	0.079	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
295	0.058	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
296	0.062	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
297	0.087	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
298	0.06	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
299	0.078	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
300	0.078	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
301	0.06	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
302	0.074	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
303	0.084	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
304	0.061	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
305	0.077	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
306	0.066	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
307	0.059	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
308	0.082	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
309	0.057	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
310	0.06	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
311	0.084	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
312	0.088	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
313	0.09	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
314	0.08	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
315	0.07	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
316	0.08	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
317	0.089	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
318	0.077	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
319	0.081	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
320	0.076	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
321	0.083	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
322	0.077	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
323	0.099	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
324	0.094	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
325	0.102	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
326	0.072	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
327	0.073	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
328	0.08	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
329	0.091	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
330	0.065	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
331	0.094	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
332	0.085	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
333	0.09	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
334	0.079	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
335	0.088	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
336	0.064	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
337	0.085	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
338	0.101	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
339	0.093	AV	H	L	H	SH11	DL5	6.070281105	10.24803361	65.59000679	9.864584646	6.75913265	491.650396
340	0.052	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
341	0.056	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
342	0.057	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
343	0.049	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
344	0.057	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
345	0.055	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
346	0.091	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
347	0.058	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
348	0.056	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
349	0.052	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
350	0.056	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
351	0.063	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
352	0.058	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
353	0.055	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
354	0.057	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
355	0.059	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
356	0.059	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
357	0.06	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
358	0.055	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
359	0.083	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
360	0.059	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
361	0.061	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
362	0.061	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
363	0.061	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
364	0.061	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
365	0.053	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
366	0.052	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
367	0.058	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
368	0.066	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
369	0.094	AW	H	H	L	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
370	0.057	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
371	0.06	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
372	0.064	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
373	0.056	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
374	0.053	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
375	0.054	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
376	0.073	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
377	0.07	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
378	0.074	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
379	0.061	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
380	0.061	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
381	0.063	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
382	0.087	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
383	0.059	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
384	0.056	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
385	0.06	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
386	0.067	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
387	0.065	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
388	0.062	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
389	0.059	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
390	0.059	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
391	0.058	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
392	0.053	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
393	0.057	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
394	0.055	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
395	0.059	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
396	0.063	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
397	0.054	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
398	0.059	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
399	0.067	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
400	0.072	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
401	0.055	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
402	0.06	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
403	0.061	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
404	0.063	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
405	0.056	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
406	0.059	AW	H	H	H	SH11	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
407	0.061	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
408	0.052	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
409	0.048	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
410	0.057	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
411	0.056	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
412	0.047	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
413	0.049	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
414	0.053	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
415	0.052	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
416	0.051	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
417	0.042	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
418	0.061	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
419	0.057	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
420	0.053	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
421	0.05	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
422	0.052	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
423	0.054	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
424	0.064	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
425	0.056	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
426	0.05	AX	H	H	L	SH11	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
427	0.068	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
428	0.081	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
429	0.098	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
430	0.089	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
431	0.077	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
432	0.083	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
433	0.081	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
434	0.081	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
435	0.096	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
436	0.091	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
437	0.085	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
438	0.073	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
439	0.072	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
440	0.086	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
441	0.071	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
442	0.076	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
443	0.061	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
444	0.094	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
445	0.084	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
446	0.082	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
447	0.083	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
448	0.07	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
449	0.077	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
450	0.064	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
451	0.085	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
452	0.062	AY	L	L	L	SL6	DL8	11.34431326	17.87593418	210.0111966	27.03479818	12.13901606	434.8220845
